NAME,LOCALITY,GDA_LAT,GDA_LONG
BISHOP RILEYS PULPIT,Mountain / Peak / Hill,-28.23387,124.67507
BISHOPS DELL,Place Name,-20.69357,127.50303
BIVOUACK ROCKS,Place Name,-33.99524,119.28012
BLACK CLIFF POINT,Cape / Headland / Point,-15.0369,128.10028
BLACK FLAG,Place Name,-30.55985,121.24738
BLACK HEAD,Cape / Headland / Point,-34.76171,115.96276
BLACK HEAD,Cape / Headland / Point,-34.51734,118.80744
BLACK HEAD,Cape / Headland / Point,-35.12134,117.92397
BLACK HILL,Mountain / Peak / Hill,-20.53695,120.01249
BLACK HILL,Mountain / Peak / Hill,-23.35962,115.00591
BLACK HILL,Mountain / Peak / Hill,-22.55584,115.87185
BLACK HILL,Mountain / Peak / Hill,-20.99561,117.45444
BLACK HILL,Homestead,-28.07117,119.54434
BLACK HILLS,Place Name,-21.23858,117.11238
BLACK MAC,Mountain / Peak / Hill,-32.6391,123.75669
BLACK POINT,Cape / Headland / Point,-34.42156,115.54155
BLACK POINT,Cape / Headland / Point,-34.45777,119.41951
BLACK POINT,Cape / Headland / Point,-30.45631,115.06388
BLACK POINT,Mountain / Peak / Hill,-17.5249,128.16792
BLACK RANGE,Place Name,-21.64011,119.43578
BLACK RANGE,Place Name,-23.86497,115.51892
BLACK RANGE,Place Name,-30.40973,121.04675
BLACK RANGE,Homestead,-27.92315,119.19995
BLACK ROCK,Mountain / Peak / Hill,-18.5554,127.28639
BLACK ROCK PASSAGE,Place Name,-22.75958,113.68914
BLACK ROCK POINT,Cape / Headland / Point,-18.67354,121.7543
BLACK ROCKS,Mountain / Peak / Hill,-19.88784,126.81332
BLACK SPUR,Mountain / Peak / Hill,-18.92322,126.21219
BLACKBOY HILL,Mountain / Peak / Hill,-33.06435,116.58342
BLACKBOY HILL,Mountain / Peak / Hill,-34.55022,118.63927
BLACKBOY HILLS,Place Name,-31.71515,116.86442
BLACKBOY ROCKS,Place Name,-27.89639,123.24113
BLACKFELLOW POINT,Mountain / Peak / Hill,-28.1413,124.49312
BLACKS LOOKOUT,Place Name,-26.14815,126.54549
BLACKSTONE RANGE,Place Name,-26.02468,128.22206
BLANKET HILLS,Place Name,-27.82005,122.89137
BLAXLAND RANGE,Place Name,-27.04811,123.71039
BLINA,Homestead,-17.74643,124.52632
BLIND INLET,Bay / Inlet / Cove,-26.20386,113.27138
BLIND STRAIT,Bay / Inlet / Cove,-26.13522,113.25701
BLOODS RANGE,Place Name,-24.73152,128.92437
BLOSSOMS BEACH,Beach,-34.46226,119.36633
BLOWFISH BANKS,Place Name,-24.76002,113.57654
BLOWFISH POINT,Cape / Headland / Point,-28.44121,113.70027
BLUE BAY,Bay / Inlet / Cove,-32.5224,115.69591
BLUE HAVEN,Beach,-33.88533,121.86205
BLUE HILL,Mountain / Peak / Hill,-29.59081,119.57572
BLUE HILLS,Homestead,-34.11338,118.35652
BLUE HILLS,Mountain / Peak / Hill,-17.98665,123.20006
BLUE HILLS,Place Name,-25.33197,120.83337
BLUE RANGE,Homestead,-34.21346,117.84931
BLUE ROBIN HILL,Mountain / Peak / Hill,-29.29184,124.6444
BLUE ROCK,Place Name,-32.32659,116.11289
BLUFF CREEK,Homestead,-34.81001,118.37997
BLUFF FACE RANGE,Place Name,-16.47187,127.26973
BLUFF HEAD,Cape / Headland / Point,-15.17934,128.15611
BLUFF HILL,Mountain / Peak / Hill,-21.04978,117.63494
BLUFF HILL,Mountain / Peak / Hill,-15.59528,124.4167
BLUFF KNOLL,Mountain / Peak / Hill,-34.37525,118.25598
BLUFF POINT,Cape / Headland / Point,-20.62171,116.54894
BLUFF POINT,Place Name,-28.74379,114.62288
BLUFF POINT,Cape / Headland / Point,-28.74204,114.61826
BLUFF POINT,Cape / Headland / Point,-27.85664,114.10868
BLUFF POINT,Cape / Headland / Point,-14.07434,126.65113
BLUFF POINT,Mountain / Peak / Hill,-28.13403,124.21337
BLUFF POINT,Place Name,-27.11414,119.64831
BLYTH HILLS,Place Name,-26.85165,128.96247
BOAIUP,Place Name,-33.55417,120.22997
BOALLIA,Place Name,-33.75191,115.29307
BOANAERNUP,Place Name,-33.63629,120.9766
BOAT HARBOUR,Bay / Inlet / Cove,-35.03545,117.08319
BOAT HAVEN LOOP,Bay / Inlet / Cove,-26.34112,113.50662
BOAT PASSAGE,Place Name,-22.814,113.77273
BOB BLACK HILLS,Place Name,-18.18598,127.78369
BOBAKINE HILLS,Place Name,-31.67312,116.53348
BOBBIE POINT,Mountain / Peak / Hill,-28.98172,124.66715
BOBOBOGOL DOLINE,Place Name,-31.77007,127.02781
BOBS CAMP,Place Name,-16.00379,125.51455
BOBSWIM,Place Name,-23.06146,118.08813
BOCOCOOPIN HILL,Mountain / Peak / Hill,-30.63986,118.48174
BOCRABEE HILL,Mountain / Peak / Hill,-22.49463,121.42038
BODALLIN,Place Name,-31.37192,118.85158
BODDINGTON,Populated Place,-32.80071,116.47522
BOFIN SIDING,Place Name,-20.3918,118.62051
BOGADI OUTCAMP,Place Name,-25.87916,115.76348
BOHEMIA DOWNS,Homestead,-18.89198,126.24968
BOIADA HILL,Mountain / Peak / Hill,-29.19361,116.51189
BOIVER FLAT,Place Name,-33.80319,115.85352
BOLD BLUFF,Place Name,-17.25909,125.42286
BOLD CLIFF,Mountain / Peak / Hill,-22.23963,117.78347
BOLGART,Place Name,-31.27464,116.50871
BOMBALA,Place Name,-32.81895,116.28498
BOMPAS HILL,Mountain / Peak / Hill,-27.28355,115.32119
BONAPARTE ARCHIPELAGO,Place Name,-15.26014,124.38374
BONAPARTE ARCHIPELAGO,Place Name,-14.34634,125.27564
BONDINI RESERVE,Place Name,-26.63768,120.26743
BONNEY DOWNS,Homestead,-22.18318,119.93345
BONNIE HILL,Mountain / Peak / Hill,-33.33226,123.10132
BONNIE ROCK,Place Name,-30.53554,118.36495
BONNIE VALE,Place Name,-30.84184,121.15073
BONORIN HILL,Mountain / Peak / Hill,-31.76288,115.74748
BONYTHON BLUFF,Mountain / Peak / Hill,-26.51651,122.30874
BONYTHON RANGE,Place Name,-23.63556,128.9609
BOOANYA ROCK,Mountain / Peak / Hill,-32.76031,123.60562
BOODAHDAYOO HILL,Mountain / Peak / Hill,-25.59685,122.55058
BOODALLIA OUTSTATION,Homestead,-25.18302,113.89515
BOODANOO,Homestead,-28.72725,118.26758
BOODANOO HILL,Mountain / Peak / Hill,-28.5758,118.31429
BOODARIE,Homestead,-20.40579,118.4702
BOODARIE HILL,Mountain / Peak / Hill,-20.39087,118.51876
BOODAROCKIN,Place Name,-31.00809,118.80574
BOODARRIE LANDING,Place Name,-20.34354,118.45096
BOODIE BOODIE RANGE,Place Name,-25.80396,123.19448
BOODRAH JUNCTION,Road Junction,-26.70111,117.29636
BOOEYNUP,Place Name,-33.80252,121.34587
BOOGARDIE,Homestead,-28.04226,117.66963
BOOGARDIE,Place Name,-28.03501,117.79922
BOOGARRA HILL,Mountain / Peak / Hill,-27.3488,116.54696
BOOGATHARRA,Place Name,-28.30732,116.87176
BOOK BOOK,Homestead,-34.54172,118.11858
BOOKA BOOKA HILL,Mountain / Peak / Hill,-26.29485,115.76096
BOOKARA,Place Name,-29.0469,114.86004
BOOKARGINNER OUTCAMP,Homestead,-21.21219,117.37922
BOOLADING,Place Name,-33.357,116.62683
BOOLAGOORDA,Place Name,-26.3926,114.16884
BOOLALOO,Homestead,-22.58306,115.87153
BOOLAN HILL,Mountain / Peak / Hill,-24.49395,113.67733
BOOLARDY,Homestead,-26.98379,116.53234
BOOLARONG,Homestead,-34.73037,118.21362
BOOLATHANA,Homestead,-24.65075,113.69457
BOOLBUNDIE,Place Name,-30.64887,122.40196
BOOLGEEDA,Place Name,-22.50588,117.22
BOOLGIN,Place Name,-16.3968,122.99762
BOOLOGOORO,Homestead,-24.33486,114.03289
BOOLTHARDA HILL,Mountain / Peak / Hill,-27.62886,116.48094
BOOMER HILL,Mountain / Peak / Hill,-31.30973,116.34481
BOOMERANG BAY,Bay / Inlet / Cove,-14.53551,125.12233
BOONANARRING HILL,Mountain / Peak / Hill,-31.24251,115.85535
BOONARING HILL,Mountain / Peak / Hill,-31.84531,116.66531
BOONDEROO,Place Name,-31.015,124.47276
BOONDI,Place Name,-31.19041,120.40278
BOONDIN HILL,Mountain / Peak / Hill,-26.46243,122.78927
BOONDINE HILL,Mountain / Peak / Hill,-30.26543,119.24139
BOONERING HILL,Mountain / Peak / Hill,-32.57324,116.36727
BOONJADING ROCK,Place Name,-31.47068,116.82269
BOONMAH HILL,Mountain / Peak / Hill,-28.08214,116.73451
BOONOOK BAY,Bay / Inlet / Cove,-16.21279,123.58338
BOONWARRAH,Place Name,-25.07762,115.64523
BOORA ISLAND,Waterbody Island,-24.75733,114.19385
BOORAAN,Place Name,-31.43676,118.37833
BOORABBIN,Place Name,-31.20851,120.31217
BOORAGIMING ROCK,Place Name,-32.47812,116.8169
BOORAGOON,Place Name,-32.04607,115.83533
BOORARA,Place Name,-30.80317,121.63464
BOORARA HILL,Mountain / Peak / Hill,-30.80863,121.65637
BOORD RIDGES,Place Name,-23.31525,128.69777
BOOTENAL,Place Name,-28.84747,114.71968
BOOTHENDARA HILL,Mountain / Peak / Hill,-30.26741,115.55616
BOOYEEMA HILL,Mountain / Peak / Hill,-21.35776,116.41971
BOOYLGOO RANGE,Place Name,-27.76256,119.91246
BOOYLGOO SPRING,Homestead,-27.75566,119.90727
BORACHIE,Homestead,-34.24616,117.11475
BORALA OUTCAMP,Place Name,-23.95587,114.08798
BORAYUKKIN ROCK,Place Name,-31.92473,118.77775
BORDEN,Place Name,-34.07224,118.26491
BORDERDALE,Homestead,-34.03143,117.42908
BORE PADDOCK HILLS,Place Name,-24.94593,116.87087
BOREE PARK,Homestead,-33.74628,116.57858
BORNHOLM,Place Name,-35.0469,117.58278
BORROWS HILL,Mountain / Peak / Hill,-26.32446,127.92255
BOSNA LODGE,Homestead,-20.44743,118.59584
BOTHERLING,Place Name,-31.13076,116.80473
BOTTLE BEACH,Beach,-25.54743,113.48847
BOUDIE HILL,Mountain / Peak / Hill,-28.40187,121.14922
BOUGAINVILLE PENINSULA,Place Name,-13.95541,126.10566
BOULDER,Populated Place,-30.78206,121.48884
BOULDER HILL,Mountain / Peak / Hill,-34.00303,122.18861
BOULDER HILL,Mountain / Peak / Hill,-34.9317,118.20055
BOULDER HILL,Mountain / Peak / Hill,-16.73929,124.2012
BOULDER POINT,Cape / Headland / Point,-24.85233,113.1478
BOUNDAIN,Place Name,-32.94189,117.32142
BOUNDARY HILL,Place Name,-19.33872,126.19717
BOUNDARY HILLS,Mountain / Peak / Hill,-18.46837,124.13202
BOUNDARY KNOB,Mountain / Peak / Hill,-17.08562,128.99287
BOUNDARY PEAK,Mountain / Peak / Hill,-26.28967,128.76913
BOW BRIDGE,Place Name,-34.96833,116.95298
BOW HILL,Mountain / Peak / Hill,-16.69402,128.21129
BOW RIVER,Homestead,-16.87221,128.18778
BOWELLING,Place Name,-33.41984,116.48358
BOWERLING HILL,Mountain / Peak / Hill,-32.55158,116.40628
BOWES,Place Name,-28.38297,114.66884
BOWES HILL,Mountain / Peak / Hill,-28.38993,114.59588
BOWGADA,Place Name,-29.33537,116.17469
BOWGADA NORTH,Place Name,-29.32173,116.14584
BOX BLUFF,Place Name,-24.78244,119.20072
BOXWOOD HILL,Place Name,-34.36584,118.75031
BOYA,Place Name,-31.91327,116.06681
BOYAGARRING HILL,Mountain / Peak / Hill,-32.30725,116.5373
BOYAGIN ROCK,Place Name,-32.47104,116.88159
BOYANUP,Populated Place,-33.48295,115.72838
BOYATUP,Place Name,-33.74451,123.02676
BOYATUP,Place Name,-33.81527,122.28676
BOYATUP HILL,Mountain / Peak / Hill,-33.73496,123.04139
BOYERINE,Place Name,-33.50079,117.40783
BOYUP BROOK,Populated Place,-33.83425,116.38776
BRACEGONIER FLAT,Place Name,-28.12953,117.31244
BRACEGONIER HILL,Mountain / Peak / Hill,-28.15496,117.28675
BRADLEYS,Place Name,-28.91031,114.78257
BRAEMORE,Homestead,-28.85175,121.33841
BRAESIDE,Place Name,-21.2053,121.00781
BRAMALL HILLS,Place Name,-19.41933,128.65
BRAMBLE POINT,Cape / Headland / Point,-35.04234,117.91434
BRAMFIELD,Homestead,-34.60089,117.72178
BRANCASTER,Homestead,-33.89353,116.56074
BRAND HILL,Mountain / Peak / Hill,-28.26104,114.4122
BRANDY HILL,Mountain / Peak / Hill,-28.77064,116.40521
BRASSEY RANGE,Place Name,-25.02072,122.27478
BRASSEY RANGE,Place Name,-24.97089,122.23132
BREADEN BLUFF,Mountain / Peak / Hill,-26.90306,124.47332
BREADEN VALLEY,Place Name,-20.26991,126.54999
BREAKER INLET,Bay / Inlet / Cove,-19.97217,119.15588
BRECKNOCK HARBOUR,Bay / Inlet / Cove,-15.46427,124.55582
BREMER BAY,Bay / Inlet / Cove,-34.40375,119.4363
BREMER BAY,Populated Place,-34.3924,119.38045
BREMER BEACH,Beach,-34.37184,119.42089
BREMNER PEAK,Mountain / Peak / Hill,-21.39316,124.29498
BRETON BAY,Bay / Inlet / Cove,-31.21518,115.41705
BRETON BAY,Place Name,-31.19942,115.41337
BRICK HOUSE,Homestead,-24.82128,113.78642
BRIDGETOWN,Populated Place,-33.96242,116.13598
BRIDLE FACE OUTCAMP,Homestead,-25.81099,120.62626
BRIDPORT POINT,Cape / Headland / Point,-32.3673,115.72698
BRIM GORGE,Gorge,-18.23674,127.99488
BRINGO,Place Name,-28.74384,114.84294
BROAD ARROW,Place Name,-30.44308,121.32725
BROADBENTS,Place Name,-29.66195,119.4871
BROADHURST BIGHT,Bay / Inlet / Cove,-25.5315,113.48587
BROADHURST PASS,Pass,-17.27454,125.41102
BROADHURST RANGE,Place Name,-22.35699,122.17975
BROADWATER,Place Name,-34.48221,115.68491
BROADWATER,Place Name,-33.6613,115.25917
BROCKMAN,Place Name,-22.4236,117.3341
BROCKMAN SIDING,Place Name,-34.50514,116.04832
BROKEN ANCHOR BAY,Bay / Inlet / Cove,-28.23732,114.31295
BROMUS,Place Name,-32.45685,121.64313
BRONC ROCK,Place Name,-29.81819,121.55094
BRONCO PLAINS,Place Name,-30.96876,122.88725
BRONZEWING MINE VILLAGE,Place Name,-27.35919,121.03395
BROOK PEAK,Mountain / Peak / Hill,-33.40189,123.59317
BROOKDALE,Place Name,-32.70257,115.95852
BROOKFIELD,Homestead,-33.31282,118.57501
BROOKHAMPTON,Place Name,-33.61187,115.87006
BROOKING GORGE,Gorge,-18.01379,125.52657
BROOKING GORGE,Gorge,-17.99769,125.49408
BROOKING HILLS,Place Name,-29.01555,120.00727
BROOKING SPRINGS,Homestead,-18.10875,125.64363
BROOKLANDS,Place Name,-33.79669,115.94767
BROOKS HILL,Mountain / Peak / Hill,-32.88783,117.48256
BROOKTON,Populated Place,-32.37235,117.0105
BROOME,Populated Place,-17.95538,122.23922
BROOME BIRD OBSERVATORY,Place Name,-17.97524,122.34442
BROOMEHILL,Place Name,-33.84453,117.64318
BROOMSTICK HILL,Mountain / Peak / Hill,-33.80315,122.13023
BROWN HILL,Place Name,-30.75818,121.52983
BROWN INLET,Bay / Inlet / Cove,-26.45638,113.4906
BROWN LOOKOUT,Mountain / Peak / Hill,-19.63683,126.86192
BROWN RANGE,Place Name,-24.90447,113.72403
BROWN RANGE,Place Name,-26.197,126.59608
BROWN RANGE TRACKING STATION,Place Name,-24.89561,113.71591
BROWNE RANGE,Place Name,-25.14671,125.0904
BROWNRIGG GORGE,Gorge,-17.28491,125.4462
BROWNRIGG HILL,Mountain / Peak / Hill,-21.99624,121.24383
BROWNS GAP,Pass,-28.01475,123.44535
BRUBOODJOO POINT,Cape / Headland / Point,-22.97762,113.82206
BRUCE ROCK,Populated Place,-31.88046,118.14749
BRUCE ROCK,Place Name,-31.86539,118.16825
BRUNBRUNGANJAL,Place Name,-18.86725,121.63919
BRUNEI BAY,Bay / Inlet / Cove,-14.40559,124.96866
BRUNSWICK BAY,Bay / Inlet / Cove,-15.18251,124.66943
BRUNSWICK BAY,Bay / Inlet / Cove,-15.17072,124.48196
BRUNSWICK JUNCTION,Populated Place,-33.25556,115.83655
BRUTEN HILL,Mountain / Peak / Hill,-18.69928,125.62917
BRYAH,Homestead,-25.5106,118.79582
BUACHE BAY,Bay / Inlet / Cove,-32.20696,115.66958
BUBB POINT,Cape / Headland / Point,-16.08554,123.58513
BUBBAWEEDARRA OUTCAMP,Homestead,-25.42945,115.57254
BUCCANEER ARCHIPELAGO,Place Name,-16.08974,123.40296
BUCCANEER ARCHIPELAGO,Place Name,-15.86531,123.588
BUCHANAN BAY,Bay / Inlet / Cove,-32.2048,115.68362
BUCK HILLS,Place Name,-23.1433,128.90745
BUCKBOARD POINT,Mountain / Peak / Hill,-16.82915,125.69269
BUCKINGHAM,Place Name,-33.39512,116.33213
BUCKLAND HILLS,Mountain / Peak / Hill,-21.93087,115.97319
BUCKLE HEAD,Cape / Headland / Point,-14.438,127.87086
BUCKNALL PINNACLE,Mountain / Peak / Hill,-18.90761,125.17017
BUDDADOO HILL,Mountain / Peak / Hill,-28.7154,116.46809
BUDDARNING PEAK,Mountain / Peak / Hill,-30.15292,119.14184
BUDGARJOOK,Place Name,-17.01741,122.52029
BUFFALO BEACH,Beach,-33.20087,115.68224
BUGIN ROCK,Place Name,-32.08666,117.38443
BULBARLI POINT,Cape / Headland / Point,-23.54933,113.72212
BULBI PLAIN,Place Name,-20.25176,127.34296
BULCHILBIDEE,Place Name,-19.22926,127.42958
BULDANIA,Place Name,-32.07713,122.01525
BULGA DOWNS,Homestead,-28.49619,119.7471
BULGAR HILL,Mountain / Peak / Hill,-29.01368,119.633
BULGIN ROCK,Place Name,-31.65837,117.08236
BULKA,Homestead,-19.05234,126.4203
BULKA HILLS,Place Name,-19.05815,126.49653
BULL FLAT,Place Name,-19.09125,126.07421
BULLABULLING,Place Name,-31.01264,120.86843
BULLARA,Homestead,-22.68013,114.04031
BULLARDOO,Homestead,-27.85626,115.6739
BULLARING,Place Name,-32.49468,117.74389
BULLAROO HILL,Mountain / Peak / Hill,-25.35575,117.38249
BULLECOURT HILL,Mountain / Peak / Hill,-31.25588,116.25812
BULLEN HILL,Mountain / Peak / Hill,-20.57243,118.57934
BULLEN HILL,Mountain / Peak / Hill,-24.8882,120.61589
BULLFINCH,Place Name,-30.98321,119.11232
BULLGARINA HILL,Mountain / Peak / Hill,-21.19687,120.34943
BULLOCK ROCK,Place Name,-31.62549,117.22782
BULLOO DOWNS,Homestead,-24.00125,119.57211
BULLSBROOK,Place Name,-31.66752,115.99778
BULONG,Place Name,-30.75133,121.7965
BULONG NICKEL PROJECT SITE AND PLANT AREA,Place Name,-30.68771,121.8153
BULVAN,Homestead,-33.73065,118.43682
BULYAIRDIE ROCK,Place Name,-30.58278,122.41127
BULYEE,Place Name,-32.375,117.51395
BULYERANGING HILL,Mountain / Peak / Hill,-31.07716,118.24633
BUNBANDANOO HILL,Mountain / Peak / Hill,-25.59173,122.55191
BUNBURY,Populated Place,-33.32711,115.64137
BUNBURY POWER HOUSE,Place Name,-33.31603,115.66217
BUNBURY TERMINAL,Place Name,-33.34487,115.65789
BUNDABABBA OUTCAMP,Homestead,-25.19376,115.66413
BUNDARRA,Place Name,-28.32236,121.177
BUNDINIE HILL,Mountain / Peak / Hill,-26.73575,117.24662
BUNGALBIN HILL,Mountain / Peak / Hill,-30.39118,119.63395
BUNGARDI,Place Name,-18.17774,125.5972
BUNGARRA POINT,Mountain / Peak / Hill,-29.0365,123.52098
BUNGARRA RIDGE,Place Name,-17.68285,123.52879
BUNGARUN,Place Name,-17.28005,123.73729
BUNGHARRA HILL,Mountain / Peak / Hill,-28.99367,115.52252
BUNGULLA,Place Name,-31.62263,117.59068
BUNICHE,Place Name,-32.99911,118.82786
BUNJIL,Place Name,-29.64937,116.36401
BUNKER BAY,Bay / Inlet / Cove,-33.54022,115.04011
BUNKETCH,Place Name,-30.43494,117.15175
BUNKUN,Place Name,-33.22272,117.67568
BUNMUNNING ROCK,Place Name,-32.66595,117.65461
BUNNAWARRA,Homestead,-28.60869,116.57378
BUNNENGARRA,Place Name,-20.6313,119.23386
BUNNINGUNNA BLUFF,Place Name,-24.41745,119.36651
BUNNY PEAK,Mountain / Peak / Hill,-33.45296,117.42729
BUNQUADINE HILL,Mountain / Peak / Hill,-32.26995,117.93709
BUNSEN CHANNEL,Place Name,-20.40487,115.55363
BUNTINE,Place Name,-29.98549,116.57408
BUNYINBAR ROCK,Place Name,-30.71263,116.24245
BUONGNOO HILL,Mountain / Peak / Hill,-27.69096,117.04215
BURABADJI,Place Name,-31.19681,116.81503
BURAKIN,Place Name,-30.5254,117.17373
BURANDO,Homestead,-33.31456,119.35237
BURBANKS,Place Name,-31.03263,121.13753
BUREKUP,Populated Place,-33.30707,115.81368
BURGES,Place Name,-31.81076,116.78608
BURMIESTER HILL,Mountain / Peak / Hill,-32.50526,120.66921
BURNABBIE,Place Name,-32.1248,126.34257
BURNERBINMAH,Homestead,-28.7851,117.36471
BURNERBURNUNG HILL,Mountain / Peak / Hill,-23.65332,114.54976
BURNGUP,Place Name,-33.01746,118.68935
BURNGUP,Place Name,-32.80483,118.67695
BURNS,Place Name,-31.72914,115.72442
BURNS CROSSING,Place Name,-18.00461,124.15288
BURNSIDE,Homestead,-34.50299,117.79672
BURNT HILL,Mountain / Peak / Hill,-31.08197,116.68789
BURRA ROCK,Homestead,-31.38899,121.19757
BURRACOBBING ROCK,Place Name,-31.25192,118.00543
BURRACOBBING ROCK,Place Name,-31.25117,118.00026
BURRACOPPIN,Place Name,-31.39583,118.47724
BURRAGATTIN ROCK,Place Name,-31.41617,118.34251
BURRAGENUP,Place Name,-33.19733,115.71678
BURRAMUL SAND PATCH,Place Name,-32.29736,126.56676
BURRAN ROCK,Place Name,-31.25846,117.99901
BURRINGURRAH,Place Name,-24.65065,116.93371
BURRUCKGNULING ROCK,Place Name,-32.71991,117.5448
BURRUP PENINSULA,Cape / Headland / Point,-20.56794,116.80876
BURSWOOD,Place Name,-31.96125,115.89991
BURT RANGE,Place Name,-15.80964,128.95982
BURTVILLE,Place Name,-28.77456,122.63915
BURVILL POINT,Mountain / Peak / Hill,-15.2463,128.69348
BUSH BAY,Bay / Inlet / Cove,-25.18189,113.80464
BUSH POINT,Cape / Headland / Point,-18.2173,122.20552
BUSHFIRE HILL,Mountain / Peak / Hill,-15.47433,125.663
BUSHMEAD,Place Name,-31.90093,116.00902
BUSHWALKERS GORGE,Gorge,-22.87022,117.63981
BUSSELTON,Populated Place,-33.65249,115.3455
BUTCHER INLET,Bay / Inlet / Cove,-20.67932,117.19088
BUTLER,Place Name,-31.64626,115.7064
BUTLERS GORGE,Gorge,-23.30953,115.93502
BUTTAH WOOLSHEDS,Place Name,-26.13208,118.48436
BUTTE HILL,Mountain / Peak / Hill,-27.60524,114.20795
BUTTERFLY HILL,Mountain / Peak / Hill,-25.79684,128.41593
BUTTONS GAP,Pass,-15.60837,128.66755
BUTTY HARBOUR,Bay / Inlet / Cove,-33.86604,121.68167
BUTTY HEAD,Cape / Headland / Point,-33.8943,121.64673
BYBERDING HILL,Mountain / Peak / Hill,-30.9947,116.78233
BYEANG ROCK,Place Name,-29.01005,119.83172
BYENUP HILL,Mountain / Peak / Hill,-33.95388,117.30821
BYFORD,Populated Place,-32.22099,116.009
BYRNES HILL,Mountain / Peak / Hill,-16.87601,125.19912
BYRO,Homestead,-26.0779,116.152
BYRO PLAINS,Place Name,-26.0101,115.56363
BYRO PLAINS,Place Name,-25.96826,115.59672
CABLE BEACH,Beach,-17.87442,122.21283
CACHIONALGO HILL,Mountain / Peak / Hill,-31.28197,116.28963
CADOUX,Place Name,-30.7698,117.13811
CAERNARVON HILLS,Place Name,-32.76196,116.85572
CAESAR HILL,Mountain / Peak / Hill,-25.99846,127.50976
CAIGUNA,Place Name,-32.27043,125.48031
CAIRN HILL,Mountain / Peak / Hill,-22.57896,120.14643
CAIRN HILL,Mountain / Peak / Hill,-26.20452,127.99914
CAIRN MINING CENTRE,Place Name,-24.54338,116.0672
CAITUP,Place Name,-33.74324,121.86454
CALADENIA CAVE,Place Name,-31.24615,115.6202
CALANCHINI HILLS,Place Name,-26.85503,123.83592
CALCALING HILL,Mountain / Peak / Hill,-30.87403,118.37229
CALCARRA,Place Name,-31.12775,116.46788
CALCATHARRA,Place Name,-26.27608,116.85769
CALCINE,Place Name,-32.64848,115.93845
CALGATHARRA FLAT,Place Name,-28.24713,117.10284
CALINGIRI,Place Name,-31.09,116.44704
CALISTA,Place Name,-32.24709,115.80321
CALJIE HILL,Mountain / Peak / Hill,-31.7586,116.92712
CALLAGIDDY,Homestead,-25.05076,114.02799
CALLAWA,Homestead,-20.63122,120.50326
CALLCUP DUNES,Place Name,-34.62383,115.86283
CALLCUP HILL,Mountain / Peak / Hill,-34.62546,115.88124
CALLION,Place Name,-30.11682,120.58547
CALLYTHARRA SPRINGS,Homestead,-25.81567,115.37964
CALOOLI,Place Name,-30.96427,121.08376
CALVERT RANGE,Place Name,-23.96623,122.75252
CALWYNYARDAH,Homestead,-17.99733,124.77561
CALYIE HILLS,Place Name,-24.83236,118.675
CAMBALLIN,Place Name,-17.9907,124.19358
CAMBALLIN IRRIGATION AREA,Place Name,-17.97825,124.27833
CAMBAWARRA,Homestead,-34.25149,118.14422
CAMBERATHUNUN HILL,Mountain / Peak / Hill,-28.30689,116.62946
CAMBRAY,Place Name,-33.883,115.68061
CAMBRIDGE GULF,Bay / Inlet / Cove,-14.92353,128.20876
CAMDEN HARBOUR,Bay / Inlet / Cove,-15.48974,124.5828
CAMDEN PENINSULA,Place Name,-15.47684,124.63643
CAMDEN SOUND,Bay / Inlet / Cove,-15.38231,124.41327
CAMEL HILL,Mountain / Peak / Hill,-24.60305,116.38624
CAMEL HUMP,Mountain / Peak / Hill,-28.1984,122.33468
CAMEL PEAKS,Mountain / Peak / Hill,-32.30695,118.82877
CAMEL ROCK,Mountain / Peak / Hill,-22.5684,122.6337
CAMELGOODA HILL,Mountain / Peak / Hill,-18.46884,123.97707
CAMERON HILL,Mountain / Peak / Hill,-27.03418,126.88246
CAMERONS PLAIN,Place Name,-17.80567,125.34455
